Run 1 Latency M[256],Run 2 Latency M[6400],Run 3 Latency M[12800],Run 4 Latency M[25600],Run 5 Latency M[51200],Run 6 Latency M[76800],Run 7 Latency M[102400],Run 8 Latency M[128000],Run 9 Latency M[153600],Run 10 Latency M[179200],Run 11 Latency M[204800],
35622,869982,1882595,9081918,18105269,34053451,43569782,45348328,54398394,77739793,92418109,
34772,6190465,7181919,14128766,23089830,34007171,48618154,50313333,59410169,82739946,87376151,
35066,881980,6995792,9103544,18132525,34042435,43627399,50360507,59334877,77783892,92424450,
34794,871175,2017193,9082748,18125269,34029424,43614552,50358368,59387341,77719432,92393232,
35492,6022580,7030639,9084492,23104099,34056467,43603313,50317439,59375474,77766878,87357472,
34678,970636,1949410,9093855,18181266,34029638,48597299,45352505,59351335,82752131,92418227,
35396,871171,7134743,9083091,18078019,33995357,43632345,50367157,59332816,77730314,92413351,
35421,866644,1859697,14148315,18129011,34033011,43647050,50326096,59373306,77742854,87405966,
34810,6131392,7207378,9113775,23107717,29040786,48586658,50374319,59349704,82718902,92417607,
35582,934638,7016383,9077378,18122108,34034800,43630091,45325142,59365568,77725327,87394216,
34613,866659,2001382,9085151,18118138,34001789,43595575,50339361,59362198,77717183,92443323,
35207,869922,7043189,9100730,23135064,34063201,43601729,50384726,59357152,82745170,92420880,
34701,6161537,1947228,9058980,18070065,34038594,48617992,50358250,59361902,77760004,87405292,
35626,893490,7149398,9113226,18116913,34002484,43604163,50357687,54424630,77725483,92371378,
34748,868686,1838793,14138325,23132782,34011737,43661844,45324773,59403158,77763974,92390533,
35339,6026765,7230433,9047163,18118780,34040901,48562530,50389602,59371598,82715625,87408403,
35243,985098,6989839,9089432,18108924,34070999,43646295,50339869,59386143,77702460,92373667,
34806,867940,1983218,9103331,23108902,34027094,43613839,50352075,59399998,77748400,87361623,
35746,867925,7072610,9084670,18139846,34060499,48583856,50353678,59375292,82744440,92435601,
34808,6093486,1896693,9108906,18113897,34057528,43623511,45378084,59371446,77679182,92373220,
34908,945413,7204906,14132021,18158378,34004354,43595571,50358215,59375230,77733368,87392559,
34926,868044,7048579,9083633,23097042,34030472,43626647,50357693,59387321,82738038,92343228,
35395,868006,2032133,9086551,18124251,34036624,48632315,50377585,59398265,77741763,92385898,
34916,6171480,7017339,9101455,18118382,34013275,43619487,45366545,59381963,77719327,87413061,
35344,902498,1953949,9089285,23112758,34030127,43651908,50318483,59367716,77762680,92380198,
35261,866432,7119102,9111331,18104152,34032675,48582197,50374893,59371598,82730952,87367475,
34734,6076409,1881798,14111434,18135324,34013165,43648948,50323048,59403282,77721855,92435842,
35690,987521,7186075,9101511,23114634,34003383,43624111,50372060,54420239,77753646,92385633,
34728,868824,6996831,9093513,18099445,34011156,43600570,45328950,59429914,82744120,87409171,
34952,871157,2012259,9107365,18127674,34017001,48600402,50340558,59380811,77707097,92372593,
34759,6090951,7037180,9070047,23114287,34004009,43634742,50327086,59371990,77736297,92405211,
35799,948023,1943849,9107276,18149125,34005573,43630642,50370746,59402522,82748599,87397594,
34836,869453,7124432,14132344,18142677,34023352,48602676,45333691,59388895,77754635,92397157,
35163,867776,1857617,9112127,18126648,33995385,43609417,50323197,59349593,77731503,87390247,
35325,6112002,7219595,9106345,23097023,33999707,43645901,50388467,59387754,77760368,92390078,
34772,909515,7022677,9102148,18120802,34009512,43615087,50353566,59381719,82745078,92393376,
35665,867945,2033722,9082176,18148096,34032878,48591226,50335075,59384691,77737587,87437092,
34795,869839,7012851,9109407,23123621,34012615,43632916,45303139,59377694,77777795,92393715,
35059,6170184,1914077,14138352,18132658,34020877,43630028,50312237,59376741,82686722,92343643,
34796,873834,7178344,9078747,18110719,34040802,48623969,50348066,59375144,77720170,87412979,
35595,868675,1834643,9098473,23106181,34032851,43608663,50356320,59400961,77736474,92366507,
34774,6086730,7229419,9108489,18125113,34032128,43605073,45367880,54430930,82737754,87382910,
35132,964051,6993374,9064425,18160625,34018582,43614790,50342236,59365682,77731538,92390445,
35418,870967,1983458,9124256,23090769,34043727,48604484,50313938,59400464,77735117,92400264,
34670,867990,7085360,14119330,18177485,34019100,43597032,50363727,59343949,77793894,87375881,
35760,6101902,1902202,9114497,18131157,34034441,43634268,50319726,59413835,82738497,92396905,
34734,926684,7206901,9087345,23092776,34053898,48587602,45351932,59333103,77708841,92389729,
34963,868641,7029568,9118710,18124447,34004071,43648796,50361269,59357866,77784652,87382476,
34743,871282,2035113,9063299,18145026,34054454,43596860,50351865,59357732,82703040,92362125,
35642,6135307,6999121,9118936,18142666,34041507,48579090,50321847,59401819,77717566,87410163,
34721,891951,1952025,14095388,23131780,34064071,43646478,45313429,59381262,77770602,92386134,
35334,866611,7133077,9150401,18117648,34066829,43645264,50400400,59408838,82671991,92401471,
35565,6053746,1876928,9097095,18130656,34058948,43562352,50307840,59331923,77746997,87350569,
5170813,1015533,7191200,9101555,23100654,34081701,48626067,50377910,59390752,77700692,92363489,
34748,869920,6981393,9079237,18135966,34025116,43613561,50343161,59389564,77731789,92405508,
35701,866739,2013521,9116156,18438623,34057001,42191477,45318076,61651053,82696489,78889595,
34785,6064616,7035787,14125177,24323435,34022357,36219082,50333424,67937164,77758414,77599663,
35340,940696,1938709,9122444,24302242,34037352,41221809,50361134,67904272,77724189,82639614,
35196,870065,7134046,9091545,19337265,34008534,41228756,50354612,67943082,82706206,77609824,
34823,868728,1857996,9094523,24317480,34034774,36250121,50306098,67942563,77764361,77620823,
35708,6159644,7245549,9081642,24340840,34049615,41207881,45331642,67956030,77688384,82603411,
34723,899815,6984393,9102625,19321541,34022886,41246958,50353068,67942259,82688438,77610122,
35096,867846,1995080,14089097,24351763,34019482,36229423,50372442,67950411,77763178,77596328,
34753,6047845,7051749,9150022,24317288,34014869,41249196,50369889,67922164,77731956,77618365,
35597,996948,1911798,9088469,19306806,34032258,36273028,45350821,67930130,77758203,82580773,
34851,866666,7177137,9093366,24333171,34032697,41190570,50360290,63049715,82731337,77586369,
35158,868566,1831266,9089673,24307507,34039790,41249555,50362204,67905400,77767250,77653798,
35525,6086432,7244775,9108953,19361700,34016987,36243431,50346525,67953406,77737926,77536170,
34795,954739,6987115,14107445,24291453,34008062,41243391,50328265,67924951,82720417,82636822,
35521,867904,1977912,9130956,19348421,34053850,36286044,45344240,67921965,77754688,77637322,
34699,866503,7113976,9098726,24322509,34022669,41233314,50355707,67996437,77718576,77565695,
34907,6130014,1895837,9102628,24296510,34020676,41195714,50327864,67939052,82713577,77599673,
34740,911771,7190959,9081081,19370846,34007501,36255321,50376812,67960335,77771560,82598308,
35725,867650,7034276,9103507,24325971,34052665,41208389,45375025,67945183,77725958,77618847,
34650,871211,2025482,14077911,24256147,34030181,36248006,50376275,67933330,77747365,77626592,
35554,6206072,7014246,9145474,19348335,34030010,41216995,50342156,67929467,82777686,77594351,
35317,866354,1946768,9107407,24328542,34042287,41258625,50342928,67958886,77734660,82597491,
34786,865639,7126588,9094235,24302460,34021156,36216515,50368773,68006212,77751842,77596344,
35631,6115629,1877565,9085908,19341307,34004425,41227974,45330487,67912036,82708740,77629343,
34718,958085,7194661,9116948,24309355,34018310,41228859,50340669,67950473,77738526,82570314,
34924,869061,6991839,14107399,24309998,29051714,36218372,50393004,67950454,77697887,77600961,
34705,868701,2012121,9112752,19355601,34010428,41236333,50333514,67922523,82706135,77613522,
35774,6103726,7029017,9099987,24301835,34004661,36246669,50353708,62984459,77731818,77582808,
34751,920261,1941015,9093230,24333571,34019604,41208841,45339192,67957547,77727999,82571884,
35512,868082,7163410,9094773,19329346,34036247,41246237,50345403,67949511,77754504,77596013,
35193,866673,1863607,9096214,24289872,34012523,36214550,50356921,67926974,82746426,77612427,
34747,6140880,7184254,14088988,19358599,34023238,41229036,50362543,67972920,77682128,77543530,
35674,883054,7016337,9140395,24304390,34034812,36226701,45360700,67929621,77755396,82623537,
34830,866232,2006998,9100122,24305549,34041617,41228856,50305283,67930907,82716403,77595606,
34903,6074647,7050297,9098341,19348741,34015702,41209563,50356549,67940776,77706321,77557236,
34732,980859,1919786,9092509,24278363,34021158,36234354,50319599,67929038,77732662,77633622,
35725,868751,7163442,9103535,24317073,34088231,41237374,50345082,67942892,82730280,82647250,
34632,869912,1832961,14101576,19329223,33994548,36284750,45328308,67905953,77704547,77626423,
35376,6101514,7253599,9127153,24327931,34012836,41152928,50327255,67974203,77756448,77628696,
34766,936880,7002368,9087781,24284734,34056827,41228796,50345201,67933828,77757482,77636040,
35331,867948,1970267,9084910,19336113,34013889,36270064,50345588,67920329,82692116,82627348,
35707,869796,7092849,9073545,24317803,34015997,41157642,45366173,67953607,77759440,77611507,
34898,6124851,1891177,9108985,24341454,34017818,41247078,50339092,67918880,77815511,77626095,
34860,897296,7187434,14090707,19326453,34038683,36252822,50349805,62976976,82711964,82581954,
34834,868616,7039125,9148271,24312355,34007762,41183401,50329144,67912896,77729955,77625363,
35444,6044878,2027432,9085930,24301567,34011713,36296493,50324760,67945517,77753203,77634161,
34756,993388,7002965,9074564,19321161,34012998,41205699,45339612,67936525,82702297,77591986,
34708,870015,1951553,9076911,24330195,33999110,41193587,50324658,67961793,77730820,82618411,
34714,868018,7133737,9097275,24294603,34028491,36257694,50349624,67892648,77746439,77616799,
35400,6102896,1875012,14144873,19332010,34023176,41227914,50338952,67959744,77732595,77615985,
35363,982949,7194874,9101386,24306347,34014795,36267968,45340969,67952287,82707625,77629797,
34859,869959,6994759,9085252,19333043,34011900,41233214,50334016,67952096,77740386,82613034,
35536,871272,2007571,9077451,24348090,34028955,41216384,50354966,67960467,77738968,77626449,
34643,6117571,7074787,9090904,24294728,34043407,36269876,50342910,67979214,82700911,77586227,
35172,906482,1935185,9094388,19340640,34028934,41210721,50370277,67901814,77745552,77576541,
34642,865539,7112655,14113757,24341389,34025521,36260181,45264639,67983348,77727449,82630272,
35655,6042835,1857183,9132727,24262843,34011115,41241509,50350158,67948312,82684758,77587670,
34676,1001970,7227877,9083083,19338375,34049267,41244715,50327186,67946519,77743533,77615286,
35435,865843,7000590,9067608,24340150,34027021,36259431,50366802,67946467,77712200,82581560,
35355,869832,1996685,9098299,24305187,34065470,41214562,45349096,67944198,77747435,77603144,
34722,6076956,7051265,9091359,19345161,34037995,41238725,50382213,67968935,82743009,77580761,
35684,964562,1912003,14132961,24313017,34027023,36221094,50326090,62988386,77731119,77585589,
34805,869310,7196926,9120816,24310748,34049334,41246244,50371888,67973615,77733842,82551964,
35044,868705,1830527,9071569,19350474,34031329,36253417,50350641,67946550,82724498,77618059,
34719,6094419,7254029,9086451,24309373,34062553,41228767,45371225,67973189,77763662,77606333,
35587,921849,7001654,9088846,24318983,34028152,41237455,50338990,67908145,77730838,77546502,
34730,867372,1969341,9080235,19355053,34036706,36272372,50350688,67936981,82695355,82619515,
35326,869403,7099487,14128344,24292535,34051896,41192855,50347092,67958552,77771252,77618296,
35372,6160493,1886187,9127620,19355448,34038472,36271597,50364487,67943506,77714796,77603230,
34640,880833,7200606,9093667,24319451,34072111,41218163,45380150,67968144,77751403,77618015,
35786,871244,7019689,9071714,24296394,34050569,41215886,50335399,67938967,82746154,82647998,
34905,6093772,2021239,9091447,19342100,34064649,36262781,50332998,67926080,77739648,77623489,
34889,973557,7022089,9072038,24332043,34003170,41192805,50378500,67956239,77734678,77617996,
34810,867934,1940155,14150178,24309802,34043180,41208859,45331877,67954253,82749584,82624746,
35606,868683,7145406,9112048,19348948,34006071,36240204,50325058,67929483,77751460,77615257,
34828,6098764,1870865,9075631,24307338,34021264,41226127,50412331,67920758,77727712,77612861,
35194,932954,7204195,9084909,24300596,34038703,36240304,50319796,67924247,82734826,77602215,
35430,870115,6993781,9118194,19375911,34020878,41229114,50352886,67935273,77765641,82622350,
34820,868680,2040747,9063095,24312814,34021327,41212430,45306731,62981015,77742888,77637669,
35524,6112335,6993054,9113853,24330130,34005346,36219098,50358997,67973105,82747063,77594108,
34876,897368,1935526,14147735,19332830,34030199,41257647,50350867,67894009,77753850,77571374,
34872,871156,7159713,9081245,24318262,34019117,36230148,50389261,67935617,77731359,82634224,
34723,6069526,1845722,9090025,24327773,34019296,41209252,45347660,67895764,77777202,77591110,
35606,985477,7227190,9101734,19321972,34041820,41232788,50338858,67971676,82705760,77576135,
34739,867523,7005955,9072674,24333112,34010260,36238020,50345808,67925577,77709843,77679496,
34726,867879,1988758,9116602,24296175,34004329,41186644,50372045,67943273,77778757,82564301,
34785,6115086,7066929,14118959,19346908,34023684,36266168,50373629,67933201,82703706,77635005,
35258,944411,1910683,9089851,24318873,34040072,41220156,45340042,67914596,77711822,77657503,
35452,870028,7203786,9096840,19328839,34020458,41209399,50293937,67943722,77739237,77568940,
34833,869970,7025676,9105059,24342299,34017234,36264311,50394191,67910183,82721152,82590828,
35518,6106257,2049775,9071658,24280423,34040844,41164092,50306365,67964161,77741581,77649682,
34813,908956,6995387,9126016,19331160,34022581,41220235,50341402,67923712,77730720,77575286,
34955,870923,1967851,14115572,24325410,34018810,36258188,45385653,67934542,77749815,82546334,
34959,868630,7110039,9097656,24312538,34001878,41220795,50303436,67953650,82693119,77642001,
35349,6171248,1911618,9098910,19346019,34053878,36234872,50334787,63007427,77751821,77576649,
34802,870951,7176192,9120233,24350126,29029084,41212660,50340016,67938135,77726230,77555731,
5093266,869891,7019108,9058416,24294394,34026563,41225473,45363248,67922134,82683189,82606244,
34873,6100043,2017522,9121323,19344318,34019750,36213356,50305254,67915286,77733127,77610868,
35752,954937,7012065,14106089,24325443,34070789,41263325,50411997,67951969,77736509,77562383,
34765,868859,1940344,9104009,24302826,33966879,36243743,50321886,67933504,82747314,77559202,
34872,869941,7127912,9096059,19367820,34014288,41215113,50305235,68006821,77751567,82598343,
34835,6164345,1866691,9099641,24318220,34063918,41225033,45350911,67907382,77769127,77557043,
35631,915072,7248232,9078212,24305397,33997326,36246672,50325719,67998918,77749039,77589484,
34738,871151,6952350,9111467,19356392,34062417,41193999,50374718,67905872,82703293,77573611,
35302,868549,2001067,14135425,24286554,34021290,36268994,50367022,67946563,77766595,82608573,
34706,6139529,7038205,9117426,24326843,34081652,41202966,45327343,67957754,77759236,77595552,
35490,876854,1927316,9077561,19348937,33999678,41235595,50317685,67940937,82710872,77634578,
35652,868046,7161602,9102098,24288191,34028861,36265789,50333292,67941254,77724479,77620376,
34575,6063582,1847061,9081997,19337535,34045952,41184926,50353154,67921342,77708523,82588901,
35071,974830,7230864,9110182,24336870,34002318,41264534,50327589,67945585,82715993,77635008,
34663,870957,7005345,14106571,24297528,34045877,36233111,45378698,67955212,77777447,77636591,
34818,870097,1991214,9109561,19345194,34012513,41215874,50332939,63013923,77745531,77579035,
34872,6083367,7093619,9098725,24289944,34082518,36242392,50337522,67911750,77764717,82643586,
35496,934856,1907349,9117441,24311644,33969137,41225031,50368229,67912558,82758795,77613097,
34768,868085,7180844,9073336,19362647,34052422,41227069,45374547,67931063,77729648,77606300,
35275,871041,7022340,9115497,24312362,34033907,36236614,50346525,67928819,77723675,82641771,
34587,6133588,2047144,14100037,24303818,34004431,41275575,50340239,67956157,82715753,77596951,
34818,895844,6996297,9139832,19340970,34031567,36219145,50370786,67925477,77718425,77603785,
35320,867863,1960404,9093098,24312702,33998699,41243069,50365872,67968208,77690610,77594330,
34768,6094725,7114290,9102538,24336688,34012225,41227799,45353604,67902359,82702722,82657381,
35693,983552,1882411,9074142,19333420,33978852,36253387,50356698,67911707,77744863,77605240,
34719,866650,7211531,9108625,24304493,34023294,41195121,50357723,67960054,77721115,77677129,
35010,865433,7005749,14093564,24318795,33991599,41238574,50375257,67923526,77745150,77610509,
34805,6132659,2020391,9121700,19314916,34011160,36220471,50328161,67932950,82728770,82624361,
35518,936675,7006679,9093810,24334690,34042334,41254712,45385990,67954461,77722877,77620954,
34747,867873,1942515,9106171,19323577,34031857,36264060,50371242,67952083,77750453,77614782,
35399,866752,7142775,9079812,24316796,34034296,41180871,50342826,67901485,82684713,82518983,
35473,6118183,1867221,9104865,24329972,33991035,41248329,50366359,63017077,77717839,77622280,
34689,905876,7243116,14117839,19306595,34042308,36241316,45335462,67972144,77755485,77602806,
35639,867892,6984329,9112228,24314680,34023066,41217719,50330901,67908099,82748952,77590659,
34820,6056324,2005936,9103761,24330631,34014900,36258515,50391649,67935021,77767737,82573164,
35000,995151,7030813,9093830,19343119,34072124,41233761,50346358,67902222,77743597,77608732,
34859,866483,1923068,9073363,24308266,34032016,41211364,50325443,67960880,77763111,77584710,
35450,867968,7171788,9112456,24308914,34060485,36229845,45322853,67998458,82726373,77563616,
34728,6085280,1833540,14080656,19334197,33996681,41225711,50329175,67978525,77718192,82628934,
35373,955469,7253723,9157281,24352292,34042589,36255563,50362748,67950096,77791774,77558333,
35422,867320,7031261,9054678,24320417,34030794,41181715,50355382,67930378,82714501,77601593,
34725,903461,1977571,9096627,19337459,34034226,41234337,45374129,67936138,77743264,77563496,
35648,6092353,7098061,9070025,24329256,34076940,36257651,50377064,67965888,77733779,82629428,
34763,913812,1895147,9118290,24312836,34037176,41161133,50346665,67965534,82703341,77589264,
34976,866636,7202895,14115053,19361881,34043721,36295750,50331166,67977694,77742117,77639997,
34749,868570,7009796,9124296,24297301,34052420,41215154,50362546,67948019,77775705,77634300,
35656,6170852,2030185,9082901,24317340,34082270,41160348,45361532,67965165,77751008,82578253,
34795,871289,7015892,9093079,19356471,34015102,36258368,50294795,67933533,82723246,77650159,
35345,869872,1952770,9078050,24256658,34044752,41203827,50360849,62992629,77711558,77622518,
35314,6115478,7109993,9101056,19321283,34054408,41201120,50320086,67959877,77764430,82597472,
34559,959555,1864892,14105585,24348038,34005219,36263716,50361371,67953008,82701138,77637973,
34852,866759,7208221,9144462,24281110,34017766,41257051,45359289,67967408,77734733,77608294,
34753,866600,7027727,9055857,19344092,34048657,36226724,50328167,67924944,77735047,77600654,
35626,6107929,2008809,9081495,24304152,34051374,41215826,50335270,67940217,82687317,82635540,
34665,919516,7046613,9093801,24305939,34004850,41214059,50330120,67957539,77729785,77588370,
35070,868690,1937360,9086856,19356783,34043274,36254203,45365938,67931494,77731259,77613155,
34647,868011,7153053,14146569,24323176,34027907,41255766,50320937,67964098,77739706,77551667,
35672,6195306,1857020,9111613,24298792,34033430,36225343,50395267,67910224,82741694,82660254,
34748,882791,7222936,9075232,19373584,34019789,41239266,50352533,67968460,77730486,77572439,
35378,869978,6986429,9078109,24306176,34050400,41229586,50301294,67933340,77732786,77584497,
35321,6007869,1992219,9089918,24324546,34031075,36234677,45343231,67971867,82682566,77608727,
34733,975004,7065326,9089237,19372828,34010098,41227659,50308388,67960710,77724045,82623247,
34700,869151,1909265,14119092,24267154,34052087,41243589,50355578,67940337,77709708,77656276,
34724,870098,7169789,9145841,24341168,34036201,36222197,50334594,67960203,82745612,77597569,
35705,6104747,1828978,9051285,19316715,34036932,41247545,45345627,67897394,77747264,77637138,
34643,939934,7278237,9060853,24337455,34032350,36269820,50290462,62980184,77754129,82589975,
35200,867817,7014822,9098778,24299588,34057523,41165371,50352852,67932209,77759513,77570662,
34732,866866,1966328,9072339,19328326,34048199,41248141,50345100,67949513,82711351,77651046,
35513,6122126,7097163,14146713,24297313,34006900,36246854,50331970,67960615,77727110,82558302,
34650,906337,1897829,9111701,19366112,34043674,41219166,45367253,67919958,77757134,77618210,
35402,869318,7184093,9082190,24308022,34007407,36272981,50310258,67908378,82743041,77657129,
35457,6059559,7015622,9071411,24317180,34032839,41237298,50364219,67926518,77753593,77540118,
34613,991602,2022080,9099107,19345432,34016032,41195164,50358375,67935871,77755831,82555247,
34850,869853,7017942,9068221,24300945,34017340,36276490,45380272,67919962,82730572,77626423,
34802,869499,1949936,9121070,24333454,29040915,41226713,50298887,67932137,77752648,77573097,
35495,6097749,7134396,14148726,19332429,33992269,36233192,50380782,67987817,77749846,77536382,
34768,946709,1858695,9044677,24342922,34032389,41230687,50368210,67955185,82761121,82655434,
34982,871292,7196363,9083776,24306035,34026700,41197361,50314110,67973248,77777353,77533907,
34674,866769,7030248,9117403,19332844,34051389,36247308,45353768,67932887,77732391,77563666,
35627,6150515,2002913,9063960,24349146,33991607,41208526,50362306,67941855,77765256,77555036,
34760,906396,7064724,9115060,24286173,34038639,41231971,50387890,67955751,82750967,82661569,
35415,864052,1923833,14135163,19386738,34042094,36226354,50343406,67917893,77706678,77594150,
35379,6046136,7157482,9093143,24302914,34042382,41231191,45337545,63007168,77763526,77617072,
34613,1004964,1846669,9092211,24316258,34065270,36253461,50370037,67951981,82707290,77656392,
35785,869975,7233608,9099866,19330163,34049343,41193208,50349986,67983910,77708285,82601836,
34844,870013,6991437,9069336,24317806,34054057,41254207,50368664,67941375,77744616,77603339,
34855,6084993,1985897,9124423,24329295,33979710,36229251,50365240,67954784,82717801,77662995,
34700,957673,7074289,14124688,19325283,34056197,41215322,45328787,67889736,77720213,82565847,
35701,868795,1901952,9077278,24291353,34027783,36269672,50309457,67949222,77745912,77639076,
34711,869105,7214332,9095218,19331814,34024682,41196929,50385834,67979469,77715681,77615837,
35428,6119706,7015266,9113589,24326033,34044096,41226791,50351643,67926670,82722246,77589678,
35322,918702,2035403,9071688,24297949,34013521,36258287,50322140,67931816,77737800,82585997,
34703,869960,7011889,9117949,19326340,34032187,41197331,45330478,67967681,77722274,77634618,
35744,907813,1962827,14130256,24309371,33984661,36230052,50405410,67953036,82688509,77601357,
34717,6116516,7123240,9104750,24305844,34040915,41223755,50328871,67911034,77743369,77553152,
35073,878499,1923978,9092307,19372045,34006541,41192650,50355427,67881937,77738293,82638865,
34716,868676,7156446,9105455,24305737,34009775,36229601,45378918,67950325,82743898,77603281,
5124649,6073378,6996306,9079262,24336687,34018334,41226102,50299318,67898752,77777319,77599781,
34806,966181,2010187,9109864,19371439,34020014,41209832,50368586,63012165,77716490,77628395,
35370,867968,7034314,14089106,24271384,34026206,36232866,50318524,67922124,77761833,82603595,
34648,870139,1940324,9116882,24339108,33946731,41244429,50354628,67967967,82770096,77590199,
34743,6113944,7147457,9095446,19335393,34035355,36241118,45316892,67946663,77719100,77639827,
34752,936293,1859779,9100241,24343888,34007888,41179440,50347307,67901897,77752814,77599490,
35623,866783,7199204,9089907,24301958,34027496,41251589,50316900,67923358,82737253,82601138,
34781,866758,7054016,9106321,19337794,34044658,36216584,50343913,67927139,77739583,77592963,
35156,6151866,2000940,14127750,24278391,34011792,41261860,45354795,67952709,77709156,77608496,
34801,890877,7048931,9118314,19356397,34023029,36259406,50307028,67930882,82737357,82545658,
35389,869897,1912949,9094985,24316492,34050396,41199712,50408586,67922337,77754133,77640362,
34609,6067707,7198797,9105775,24287498,34049478,41247713,50363053,67944589,77731801,77611505,
34780,988590,1825463,9070199,19341766,34015660,36273026,50320152,67970319,77825560,77583479,
34601,867581,7247151,9114487,24301642,34068996,41200673,45317422,67964478,82694038,82590710,
34817,869048,6985882,14085654,24346456,34052777,36255700,50329627,67917786,77686519,77614938,
34719,6102140,1973361,9156759,19331778,34041387,41232964,50379524,67959434,77804617,77592350,
35352,948382,7131602,9092443,24322923,34021080,41190587,50331909,67934549,82696355,77560021,
35402,869979,1881432,9101543,24280085,34054557,36287414,45373874,67931342,77688900,82625340,
34694,871122,7196256,9089355,19349677,34068957,41209019,50337628,63028392,77755514,77599654,
35656,6129762,7010690,9103226,24360070,34006662,41221190,50340415,67913790,82660486,77600517,
34809,908556,2032131,14129969,24305334,34057503,36266539,50376567,67965766,77744033,77590104,
34943,871180,7017599,9114315,19329044,34073347,41228660,50316358,67944040,77760156,82640196,
34770,6055622,1978182,9099185,24352087,34017561,36240752,45359586,67942755,77741882,77623472,
35713,997698,7109383,9093151,24260114,34056417,41220202,50325646,67966600,82709708,77627663,
34936,868443,1870100,9084646,19337509,34066685,41241795,50403920,67934337,77775578,77588394,
35063,869862,7200893,9108957,24308425,34063781,36220042,50352776,67969860,77734567,82639661,
35485,6100534,6978120,14093501,24307159,34029798,41253543,50357532,67918738,82681141,77649575,
34824,957695,2007472,9152971,19335173,34041975,36218997,45367063,67952916,77774160,77607792,
35482,867315,7016734,9100879,24288634,34034771,41244813,50345535,67946357,77685367,82562025,
34749,868247,1935656,9099604,19339198,33989804,41223322,50391425,67961032,82722433,77689458,
34960,6095218,7148931,9079418,24320174,34021060,36245862,50332923,67941995,77771325,77610741,
34679,917715,1855338,9114012,24301846,34040740,41200174,45352248,67961690,77745512,77559067,
35677,870007,7239438,14118626,19332044,34024215,36251417,50362156,67972160,77765782,82649010,
34812,869874,7022731,9106025,24317108,34006235,41264325,50318486,67930137,82726984,77588381,
35354,6177615,1996981,9097261,24306308,34043706,41230087,50375069,67955306,77786226,77592692,
35313,874063,7073825,9104522,19355507,34053262,36228451,50322154,62988370,77723492,77622222,
34874,871344,1908303,9081876,24306289,34007744,41197129,45324629,67972156,82731370,82632232,
35589,6081032,7187687,9106011,24321718,34032766,41224854,50357613,67949490,77763889,77611489,
34765,965584,7019347,14082146,19367583,34044072,36206470,50351672,67932241,77737631,77632536,
35020,867191,2052576,9155626,24292132,33999065,41258669,50361643,67928209,82725205,77577616,
34622,870093,7011902,9089652,24338554,34009681,36281077,45343842,67925685,77779663,82630680,
35754,6105057,1963631,9117834,19331461,34066922,41159813,50375074,67938484,77728317,77599248,
34829,929169,7093863,9075792,24293870,34019408,41243197,50321653,67940521,77735367,77589406,
35214,866161,1882625,9108663,24319388,34030195,36266199,50382243,67968995,82772925,82583543,
34724,866771,7215312,14116572,19345654,34029160,41167182,50353387,67908116,77741611,77643375,
35338,6137313,7007176,9121911,24280169,34043670,36258490,45347126,67911022,77729700,77603158,
35736,891212,2059160,9094303,19362344,34017129,41252451,50348767,67956866,82713204,77627660,
34756,867287,6995093,9113786,24310002,34007658,41161810,50368545,67923467,77716522,82561891,
34978,6058072,1942535,9073700,24270190,34053206,36278730,50350107,67946268,77702743,77554589,
34758,982947,7115463,9120883,19346204,34006002,41210835,50341401,67954388,82712112,77640616,
35648,866520,1866786,14080145,24313094,29063432,36228741,45377862,67923756,77750948,77518223,
34584,866748,7224001,9145367,24309637,33973768,41234050,50333491,67931332,77705353,82586614,
34789,6119025,7000117,9102837,19353201,34014722,41217257,50334889,62977223,77723038,77613365,
34645,942603,2000794,9109697,24325300,34016033,36253695,50352281,67992432,82742611,77554337,
34644,866709,7028971,9086422,24290310,34042418,41212519,45329876,67884451,77703782,77536254,
34681,867979,1930186,9103693,19337300,34033689,41231710,50327721,67938971,77745907,82673088,
34729,6155909,7194576,14120350,24338425,34019897,36226864,50341563,67917959,82724993,77596197,
34709,902238,1836002,9123131,24305594,34049222,41243335,50322146,67974029,77747877,77592424,
35250,871178,7225895,9097288,19327796,33995877,36248748,50327794,67959189,77740244,77613337,
34789,6038407,7012509,9086485,24309204,34065247,41207854,45365085,67951881,82734938,82606523,
35390,996705,1983433,9078155,24327783,34030491,41244295,50341487,67978465,77764483,77590217,
35716,869963,7081915,9106644,19315468,34053898,36228034,50374211,67922812,77750945,77641052,
34791,869751,1901400,14091235,24334866,34031072,41258005,50355194,67963551,82759333,82594370,
34946,6067667,7191407,9140043,19327918,34023091,36253109,45339608,67956443,77780569,77597393,
34693,960988,7043251,9105866,24290372,34015056,41194048,50317858,67956330,77742285,77618097,
35786,869994,2038045,9100684,24330554,34038099,41228135,50388227,67960904,77776641,77634708,
34674,870969,7009216,9074141,19331643,34042496,36259419,50340409,67959584,82706498,82584067,
35183,6139049,1956260,9108984,24340409,34015977,41197067,50342087,67922880,77726358,77620905,
34652,913691,7108290,14104188,24302644,34033079,36262186,45333132,67933222,77782125,77611308,
34849,868552,1872853,9130068,19348816,34042864,41250852,50379159,63002473,82725180,77558563,
34645,867230,7218487,9106385,24336431,34003239,41215296,50350322,67958465,77720397,82613035,
35501,6200277,7002973,9096953,24309004,34015008,36285299,50376656,67970519,77764205,77603359,
