Run 1 Latency M[256],Run 2 Latency M[6400],Run 3 Latency M[12800],Run 4 Latency M[25600],Run 5 Latency M[51200],Run 6 Latency M[76800],Run 7 Latency M[102400],Run 8 Latency M[128000],Run 9 Latency M[153600],Run 10 Latency M[179200],Run 11 Latency M[204800],
41682,1121037,6766899,9234367,18282896,34009304,43798078,50161417,59363584,77948544,87796386,
42183,1091626,2382969,13586181,18297786,33999667,48165058,50262538,59321459,77879457,92171155,
41779,5479278,6764627,9195107,18308481,34037702,43764022,50232843,54942226,82280654,87771596,
41857,1153131,2415453,9200226,22692049,33993112,43809729,45853239,59345705,77901096,92169089,
42089,1117633,6776142,9207341,18289535,34005306,48158729,50219254,59361216,77923848,92161420,
41765,1111832,2387549,9199007,18337354,33997574,43765730,50182025,59357805,82289933,87753762,
41867,5497387,6762899,9199424,22700409,34009388,43801247,50247617,59298551,77891701,92130753,
42810,1161477,6765361,13587844,18266253,33989518,43769656,50229978,59347512,77939512,92186724,
41815,1118469,2364131,9206957,18311057,33990986,48192615,45858625,59330591,82269405,87763149,
42864,5478194,6750718,9202696,22679394,29639065,43767853,50225699,59318125,77915044,92153430,
41829,1090319,2398618,9205253,18304577,33987382,43798096,50192742,59361015,77950071,87729246,
42943,1149242,6781145,9198846,18335053,33975682,48203655,50246164,59353997,77866177,92169323,
41653,1102283,2391925,9236277,22706255,33988305,43805189,45771198,59326767,82329677,92198569,
42990,5471165,6752682,13591245,18275570,34037340,43804391,50275487,59366655,77907688,87740273,
41859,1099717,6754244,9210035,18283715,33986253,48200627,50133607,59354326,77894926,92153295,
42854,1152229,2377099,9192190,18308757,34046610,43785984,50227519,59356024,82299896,92095120,
41882,1095911,6769489,9198156,22709000,34051967,43808938,50218401,59365194,77876227,87774245,
42838,5483621,2390991,9196663,18312762,33993086,43769612,45783629,54969171,77894072,92172252,
41862,1117793,6774385,9193316,18311759,34013077,48183884,50212678,59367896,77924178,87778793,
42808,1140687,2418210,13584643,22697222,34039983,43811691,50207049,59364253,82346281,92136392,
41818,5504781,6773701,9215976,18262300,34027880,43776272,50211938,59262904,77943776,92188573,
42914,1098168,6770609,9191027,18304723,33993292,48206649,45751070,59326966,77896894,87802528,
41848,1124157,2393856,9200884,22704303,34046741,43795152,50223602,59315446,82386095,92209367,
42839,1135926,6771081,9201726,18293411,34030974,43820707,50184283,59342810,77894825,92147085,
41761,5474183,2393738,9235717,18314668,34037989,43804419,50234524,59325576,77931243,87768297,
42921,1098268,6777094,13584135,22705567,34021896,48143235,50219879,59366251,82344054,92215986,
41787,1127014,6772165,9218263,18294949,34042595,43834979,45809588,59311796,77867998,87812503,
42946,1126746,2409223,9204599,18303256,34043483,43797079,50193099,59374230,77907524,92142784,
41809,5483074,6763388,9194917,18302056,34028841,48170157,50207183,59294379,82345238,92133597,
42891,1115533,2381086,9204493,22719483,34063597,43830027,50184252,59354294,77928205,87771809,
41728,1111859,6775295,9202741,18319611,34073765,43789315,45806151,54933823,77938161,92182875,
42991,5493905,2389861,13575627,18302968,34028378,43786880,50248555,59359795,77920125,92176931,
41879,1134272,6760094,9217950,22700289,34031319,48195685,50181596,59353159,82328124,87754160,
42816,1132969,6772672,9208474,18275623,34042055,43769753,50231818,59334000,77920266,92192566,
41943,1120501,2362694,9194584,18306719,34055426,43803770,50172565,59289853,77933694,87771833,
42741,5498531,6766895,9209362,22703696,34014930,48203579,45832905,59343589,82334152,92179037,
41687,1103666,2402497,9227829,18321907,34034929,43797318,50200948,59288274,77881712,92159370,
43020,1124619,6781030,13579781,18289462,34033282,43801227,50213249,59335509,77904543,87723627,
41831,1107316,2394053,9217699,18310245,33991280,48154621,50201109,59344139,82326133,92159383,
42893,5486302,6742699,9208414,22689903,34017038,43789872,50151683,59310303,77876648,92145156,
41845,1115310,6751946,9193980,18287175,34044446,43772005,45890166,59371660,77956781,87782049,
42837,1117461,2381048,9198030,18320493,34033181,43785207,50171502,59329520,77906777,92130594,
41845,1096761,6771881,9200185,22743412,33990106,48194329,50267061,59342118,82296844,87765522,
42875,5515605,2391892,13566726,18277888,34034375,43795916,50199720,59367754,77901575,92158329,
41857,1127593,6798654,9234995,18301453,34018026,43790988,45816182,54964164,77920721,92168995,
42826,1116356,2384626,9198991,22699849,34004546,48156542,50196194,59361862,82305155,87745698,
41918,5493377,6772848,9195350,18313819,34020341,43770524,50218294,59379498,77882717,92156498,
42743,1150457,6764017,9195423,18306929,34025467,43814328,50221071,59316716,77914280,92181829,
42015,1122681,2393597,9233441,22738824,34000333,43762454,50173724,59289684,82293694,87801561,
42713,1098203,6772265,13571062,18285550,34015955,48170601,45890904,59347450,77917813,92124694,
41937,5476875,2395586,9230489,18284067,34038921,43806392,50190068,59337293,77999601,87777467,
4420460,1147523,6812386,9202696,18326868,34016692,43779865,50222529,59346891,77911429,92171038,
46234,1121945,6766177,9192534,22720515,34004509,48200565,50213730,59382093,82350044,92219647,
46252,1086796,2391160,9195063,18305111,33999097,43758620,45846040,59356931,77925397,87724394,
88033,5483299,6768056,9198056,18348304,34035184,43797513,50215429,59339132,77922303,92206939,
43648,1149583,2377373,13571552,22718674,33999347,43816003,50193449,59351791,82343591,92144448,
43436,1147240,6778556,9263388,18288370,33994920,48150127,50263640,59338084,77918873,87803717,
43109,5469701,2378058,9203389,18311807,34026346,43824053,50218329,59351903,77906233,92179389,
44296,1108801,6765070,9188137,22726502,33993686,43794846,45805873,54965878,82316233,87773656,
43564,1155526,6768484,9179349,18270583,33986105,48214134,50226411,59346557,77939836,92153530,
44224,1105246,2370470,9223174,18338781,34001420,43794678,50183389,59346130,77921247,92191340,
41878,5478904,6768836,13569393,22691958,34042988,43785378,50247823,59306184,82315127,87773052,
42359,1095438,2401893,9224902,18295049,34004318,43801171,45782770,59277211,77962251,92171347,
42251,1145756,6792903,9193676,18288764,34000797,48196721,50265416,59342946,77925510,92114788,
42434,1096763,2377975,9188580,22739052,34040612,43795357,50206110,59301676,77885540,87770630,
42033,5476963,6752973,9189549,18285773,34011408,43804347,50226267,59348526,82336400,92164711,
41886,1113303,6758189,9188585,18334324,34038056,48209215,50273858,59339617,77901266,87765199,
41873,1161647,2381439,13575904,18301251,34021878,43817851,45798108,59345326,77895670,92095846,
42836,5498797,6817898,9243912,22708974,34049783,43817013,50210563,59336657,82332683,92154148,
41773,1112744,2407082,9180240,18283371,34016173,43773866,50196838,59339675,77904154,87763752,
42926,1124636,6753648,9190255,18351040,34009268,48175526,50222435,59301872,77906285,92175373,
41697,1145429,6787023,9178540,22711516,34049018,43754562,50208748,59368382,82312865,87718775,
41867,5502420,2375007,9227154,18302038,34015277,43775197,45808295,54953511,77910926,92161304,
41898,1088184,6761538,13584934,18308813,33995744,48188368,50214733,59364907,77884558,92176772,
41822,1123277,2396857,9213838,22702948,34036054,43780899,50225296,59325811,77903353,87761779,
41899,1128596,6807330,9174781,18290223,34034934,43815188,50229795,59289202,82335138,92119050,
41725,5478440,2394104,9185000,18350985,34000963,48165588,45795756,59312837,77903022,92130036,
42498,1104258,6756298,9184299,22705436,34012217,43758561,50165182,59337652,77936246,87738233,
42027,1113307,6744720,9196564,18318864,34022178,43816495,50258018,59309639,82315748,92194332,
41877,1109415,2386378,13596754,18299499,33993032,43769546,50216943,59369119,77878532,87843117,
41848,5497116,6767158,9246082,18301152,33996019,48154042,50193510,59323988,77915827,92151138,
42832,1131330,2386640,9182604,22708401,29627839,43831740,45805821,59342280,82309977,92153736,
41830,1126431,6776495,9183720,18322771,34026756,43768132,50236512,59316860,77892341,87792463,
42960,5508255,2391315,9184967,18310767,33979848,48188841,50183218,59349666,77915726,92163538,
41769,1112717,6766024,9226851,22720766,34024559,43754791,50182877,59332517,77883884,92132120,
42844,1126593,6770899,13587516,18276743,34003585,43784398,45827417,55000497,82318215,87765486,
41869,1104333,2384663,9206154,18308765,33987229,43800170,50203983,59329430,77920850,92194870,
42842,5487173,6766063,9176773,22688877,33999179,48162976,50217592,59369990,77921896,87826796,
41780,1108631,2401538,9176209,18339179,34055537,43824840,50210140,59316579,82278323,92138851,
42946,1128988,6778574,9185319,18298698,34037197,43775096,50185660,59307450,77864517,92163691,
41774,1100573,2383313,9196574,22744983,34006733,48200917,45837107,59306310,77909703,87803828,
42919,5503721,6750060,13590118,18275758,34038631,43787112,50196961,59361193,77884988,92157318,
41869,1127124,6801661,9239607,18308648,34027991,43766980,50212836,59325172,82314246,92149362,
42832,1120631,2383173,9177375,18313339,34019046,43802046,50175758,59386965,77936739,87765922,
58396,5487067,6778852,9192996,22724509,34014488,48181029,45781456,59319799,77879087,92126280,
41788,1158610,2396107,9189831,18292692,34055866,43786377,50241538,59366721,82368832,87795735,
41941,1120343,6765403,9235634,18347791,34025414,43820920,50166656,59314954,77913740,92146388,
42776,1104001,6779142,13591311,22690860,34018813,48177179,50263077,59384198,77907877,92169450,
41784,5483256,2367555,9209280,18277623,34033503,43818581,50178598,59342484,82366226,87715630,
42937,1146001,6754484,9174205,18310635,34006971,43817553,45842237,59372271,77929129,92138367,
41745,1125562,2426184,9181184,22722095,34024288,43765436,50206951,54923532,77881640,92161240,
42862,1093205,6782945,9184894,18304375,34025035,48200145,50240256,59392861,82330249,87768550,
41693,5474803,2395072,9197369,18298031,34060614,43813710,50218957,59303284,77932324,92134630,
41725,1157495,6748960,9204074,22701565,34030170,43789219,45797419,59316549,77914695,87773264,
41871,1119419,6747781,13624939,18286876,34018075,48217746,50276887,59319035,77922202,92156535,
41830,5460338,2385343,9183361,18308416,34030126,43773738,50150160,59366157,82359667,92144566,
41792,1108675,6775254,9199536,18343977,33995477,43823667,50252695,59302059,77858374,87743137,
41945,1155217,2395987,9192411,22691508,33987367,43810325,50240705,59358022,77935662,92141524,
42599,1145643,6771637,9231382,18302942,34009677,48150503,45843650,59331776,82373109,92131780,
42030,5478018,2382920,9194808,18311478,34036086,43794320,50217732,59339274,77857780,87807791,
41923,1093649,6769894,13589240,22701318,34012927,43796648,50196766,59305221,77945646,92168224,
41814,1151206,6768849,9188512,18268531,33985310,48212014,50227317,59334807,82327550,87765867,
42822,1103029,2393008,9200114,18329015,34040017,43816502,50192464,59314908,77918941,92145669,
41857,5478769,6769360,9205879,22699208,34004360,43767097,45855381,54949198,77972237,92179279,
42809,1102203,2399105,9194614,18303158,34016312,48205026,50211937,59324510,77904471,87752181,
41675,1157161,6776962,9202101,18302066,34005241,43755121,50213457,59357597,82324274,92179955,
41799,1104042,6798376,13614109,22701968,34041897,43766983,50236221,59264084,77943566,92170504,
41703,5495325,2374593,9202546,18288380,34015998,43798926,45812158,59322539,77918395,87795301,
41895,1126050,6774230,9208582,18322328,34018176,48169067,50241720,59309606,82292138,92172751,
41803,1146903,2376443,9190542,18301481,34058240,43812902,50205141,59335204,77915270,87763779,
41936,5493810,6776663,9230697,22703653,34002021,43774926,50270566,59299730,77913877,92170873,
41809,1086809,2392408,9190478,18279100,34014375,48185562,50215878,59348221,82284746,92176971,
41889,1123613,6765020,13585433,18298719,34016608,43797659,45794884,59287851,77900719,87776925,
42776,1128118,6772534,9199702,22699721,34038737,43787238,50209417,59369821,77947296,92158395,
41817,5468841,2401696,9191737,18290556,34003520,43783781,50217275,59329292,77899890,92110631,
42875,1099326,6758363,9191135,18307239,33999981,48184602,50225326,59340518,82321996,87768480,
41828,1118617,2397902,9199192,22705040,34021289,43810807,45750482,54955485,77895079,92176730,
42898,1116558,6781309,9195992,18311064,33987302,43805938,50238050,59339473,77896975,87791159,
41703,5486146,2393218,13612661,18291824,34006822,48168880,50183371,59374416,82335598,92120133,
42980,1124179,6749175,9210170,22697090,34007447,43761474,50229654,59348443,77892938,92179968,
41746,1120030,6753249,9195051,18280517,34010635,43819442,50202634,59312939,77874876,87735268,
41811,5506808,2378196,9203197,18314784,34021300,43744623,45826352,59344742,82318818,92175134,
41682,1131334,6774286,9230031,18299540,34011319,48164403,50234971,59330419,77910656,92123690,
41762,1133534,2394551,9205264,22715483,34057641,43832575,50183197,59344395,77898903,87781515,
41812,1114357,6776191,13584069,18269340,34006183,43802260,50188058,59353213,77932389,92146750,
41904,5495007,2382966,9209616,18313803,34008062,48195978,50180113,59351137,82326632,87770972,
41923,1107209,6772794,9200127,22705243,34058517,43763511,45850746,59321340,77879485,92130037,
41933,1119674,6771272,9197525,18320444,34056049,43805444,50193392,59358934,77937619,92124768,
42724,1101208,2395836,9195859,18310938,34028653,43800640,50236581,59336914,82344178,87753792,
41741,5493678,6771461,9198555,22693593,34046112,48167855,50204879,59355526,77863612,92175561,
43019,1125198,2425772,13609134,18294906,34063901,43845248,45842478,59373866,77902005,87765002,
41653,1121672,6773936,9213860,18337817,34020088,43771280,50167391,54928609,82355016,92139954,
42978,5481801,6770748,9204911,18313602,34007968,48198071,50214685,59370134,77903202,92157501,
41732,1160161,2385374,9206627,18318604,34012823,43789211,50192793,59354433,77925986,87804503,
41659,1127775,6767205,9205318,18286674,34037255,43776579,50184439,59275726,77910391,92180001,
41794,1115205,2386566,9202459,18315820,34006870,43795051,45858271,59330513,82348851,92161214,
41801,5494956,6776299,13572814,22712896,34033073,48182176,50174508,59320268,77901666,87751883,
4421125,1143579,2384536,9209877,18308789,34023069,43776148,50262409,59333337,77953623,92143259,
46308,1121023,6785237,9215633,18315872,33995798,43816410,50182059,59328290,82327963,87808687,
45024,1092112,6764542,9193975,22730348,33995044,48179745,45842658,59364320,77907422,92154282,
47117,5472922,2361736,9199449,18268562,34029940,43805270,50166792,59310163,77955802,92148941,
42794,1154244,6758544,9197723,18312473,34004181,43769696,50218297,59370464,82315406,87777606,
41903,1123236,2398340,13603937,22694762,33990094,48158390,50245734,59307551,77901344,92147569,
41701,1079812,6784802,9224992,18338027,29640657,43795497,50181522,59364118,77951325,92157747,
41777,5493299,2388875,9202002,18289747,34017859,43781701,45844251,54945640,82325358,87762395,
41773,1156730,6744483,9191768,22734462,33992880,43791615,50195638,59366222,77916634,92116378,
41784,1112117,6755408,9199377,18297987,33982893,48181739,50235106,59345048,77985789,87797153,
41769,5473376,2381459,9199640,18292023,34019413,43789155,50231727,59340381,77893223,92139016,
41958,1099467,6779447,13565729,18307365,33993264,43797743,45824289,59273620,82330439,92178788,
41826,1152104,2388038,9234464,22730246,34013571,48160079,50234261,59333289,77936564,87720021,
41828,1134754,6760741,9206373,18281139,34036140,43761465,50174781,59311993,77908148,92142142,
42853,5477117,2386837,9197006,18340855,33995214,43813825,50273690,59358523,82314045,92147353,
41863,1095355,6775392,9187139,22696665,33999267,43771507,50192303,59336839,77892889,87798637,
42836,1154950,6771584,9197156,18272461,34013895,48188903,45824145,59352064,77899537,92118618,
41749,1099938,2431613,13605028,18307626,34039431,43777111,50216240,59319448,82328108,87786595,
41793,5485514,6775725,9223954,22733804,34025338,43793501,50200569,59359762,77895372,92174946,
41736,1118598,2391795,9208582,18309011,34015897,48211862,50254255,59311903,77915224,92163760,
41831,1148468,6765693,9194623,18346743,34044714,43762283,45774472,59357089,77851902,87712679,
41835,5494542,6764520,9195546,22702355,34018291,43776391,50258448,54962607,82327640,92134378,
41875,1100741,2388817,9196127,18278214,33996906,43804487,50174260,59341434,77887202,92173811,
41760,1126304,6761763,13568225,18292817,34025979,48180333,50271668,59314793,77883060,87749540,
41660,1136743,2379937,9215931,18339399,34065915,43813099,50238659,59279302,82323284,92124525,
41720,5476704,6809713,9197664,22696376,34048152,43759449,45822876,59322482,77878863,87794443,
41907,1095549,2387648,9190948,18320732,34034306,48183039,50201052,59344673,77892389,92209194,
41723,1124104,6770806,9186688,18309727,34064695,43799243,50205297,59330984,82316557,92162416,
41729,1123658,6774797,9194079,22697586,34037533,43774869,50226037,59322367,77908662,87783740,
42030,5484922,2370441,13615908,18263654,34017379,43783486,50209722,59354392,77904819,92188315,
41979,1111095,6767877,9216937,18328670,34000949,48182874,45818448,59343150,77902391,92157382,
41654,1113145,2405031,9191857,22692913,34033084,43822897,50226568,59364611,82335275,87796292,
42908,5497063,6782459,9188237,18309880,34006868,43791572,50201477,59361195,77872380,92199591,
41766,1132628,2380855,9182645,18303652,34008925,48165327,50223023,59346882,77909949,87782521,
42971,1137197,6749904,9195378,22697150,34045517,43809429,45777420,59362127,82306448,92136238,
41823,1110638,6759281,13585592,18301619,33984560,43818203,50227529,54973519,77867577,92213453,
42846,5500136,2388845,9205597,18328578,33995728,43766061,50189936,59386316,77917399,87771584,
41751,1105901,6772703,9178353,18311250,33996280,48220936,50219636,59385313,77916220,92134251,
41852,1126139,2402837,9186565,22703637,34067386,43788055,50202889,59325614,82325738,92125671,
41833,1109487,6759484,9185647,18285278,34014139,43790867,45825913,59312224,77952487,87753595,
41813,5490276,6787886,9204653,18309958,33996468,48163650,50248218,59351506,77879931,92161192,
41848,1118136,2382698,13630900,22714459,34021586,43774090,50179664,59364556,82332980,87773804,
41864,1119623,6793863,9209288,18299287,34015329,43812027,50185884,59335060,77914292,92148868,
42339,1101633,2391318,9181423,18303377,34021788,43765856,45812666,59360776,77984791,92168672,
42113,5519772,6771405,9182267,22705256,34042951,48161494,50207690,59291906,82295791,87748068,
41881,1125700,2391787,9185229,18302798,34050946,43804471,50202149,59364016,77878989,92162993,
41614,1119559,6760964,9204478,18298335,34007238,43755266,50231616,59328990,77959117,92111957,
41749,5484362,6753918,13594720,22696833,34041656,48197493,50191824,59351689,82326980,87787960,
41713,1154602,2387706,9211613,18319465,34032456,43790144,45827296,59331400,77921958,92168892,
41859,1122178,6771773,9173956,18294929,34024278,43765740,50190060,54955402,77962102,87820367,
41768,1106565,2381524,9186061,18311281,34018811,48203980,50237333,59326324,77906820,92176161,
42024,5475857,6774662,9182052,22713057,34034175,43769235,50192590,59367314,82338528,92153606,
41926,1148594,2390334,9203191,18283166,34020572,43809592,45826311,59239239,77935062,87753404,
41705,1122839,6769800,13629937,18315277,33992415,43779521,50234326,59321925,77919187,92200124,
42923,1095284,6765284,9214561,22723598,34026404,48176709,50161578,59311635,82304939,92198480,
41845,5485749,2373468,9174631,18269557,34035495,43817400,50255834,59310914,77906605,87768509,
42848,1153996,6766928,9187464,18306148,33986875,43785139,50215746,59287320,77916524,92170508,
41783,1113082,2402878,9182544,22691712,33991870,48152473,45840738,59355510,82300358,87854041,
41838,5468752,6780098,9193480,18292418,34056202,43784756,50197048,59279301,77916329,92196033,
41839,1109822,2378603,9198077,18283322,34019086,43803239,50238733,59364841,77945166,92161147,
41688,1156567,6747815,13584519,18354830,34001091,43802446,50217782,59302310,77895428,87749469,
41935,1106556,6767378,9178440,22675326,34027851,48163872,50207501,59381765,82329325,92170678,
41956,5474624,2383992,9195417,18294528,34052388,43780185,45868130,54930683,77900129,92157934,
42369,1097852,6783852,9203133,18318224,34019278,43819180,50184078,59392154,77889108,87744153,
42075,1188384,2401217,9194778,22712015,34039360,48175650,50268060,59334816,82355540,92137849,
41793,1100815,6760047,9223557,18275132,34066414,43760017,50193094,59360649,77889520,87789672,
41829,5487160,6816309,13584452,18343044,34026882,43795579,45830996,59255119,77866827,92178468,
42900,1116661,2374148,9190609,22694361,34009983,43771052,50257491,59390096,82315028,92161435,
41818,1155896,6754856,9194871,18284841,34038522,48225686,50197914,59297962,77914383,87756078,
42875,5499191,2395331,9200873,18303111,34011491,43783336,50293044,59398354,77918070,92131483,
41733,1108492,6773892,9197454,22711540,34007806,43802263,50185191,59310742,77896374,92165423,
41827,1127405,2387105,9198323,18283545,34004146,48211153,45836279,59353328,82341906,87766392,
41757,1137709,6753662,13582056,18317894,34026931,43759176,50207408,59299116,77920674,92160769,
41762,5484892,6750312,9217021,18319904,33992321,43830722,50221221,59391384,77898176,87775308,
41834,1095151,2388028,9197518,22673866,33988879,43800424,50222087,59322081,82358077,92150575,
41907,1121771,6770218,9197165,18295579,34014136,48175436,45759900,59373381,77890900,92208669,
41775,1123379,2381028,9199157,18301373,33992057,43799462,50273474,54968384,77894037,87785161,
41832,5486205,6778832,9228268,22751001,29596870,43766860,50146415,59352177,82340573,92151188,
42842,1113850,2386305,13586662,18311969,33983513,48189667,50262893,59361039,77912701,92138924,
41705,1119209,6770760,9213404,18314119,34022953,43813389,50183972,59341344,77933643,87796038,
41682,1112170,6772747,9213266,22697664,33983838,43769870,45829843,59283358,77953365,92164719,
41780,5508718,2376386,9197642,18283789,33992249,43808501,50243647,59360376,82318495,87769468,
41785,1136165,6760077,9196096,18298588,34025475,48182859,50183815,59332916,77913408,92148647,
41718,1118553,2401529,9195817,22742368,33998069,43814666,50212739,59334071,77939635,92203996,
42117,5503303,6772197,13583417,18335609,34008006,43797391,50138798,59336720,82294380,87802207,
41846,1109616,2381947,9224140,18279381,34010291,48155658,45850179,59345391,77895261,92115956,
41848,1131196,6754483,9204957,18318363,34031150,43824780,50166355,59322064,77941257,92195673,
42817,1105594,6761447,9192215,22692056,34021538,43770414,50240234,59367908,82310948,87710584,
41691,5484576,2389622,9191302,18304331,34025501,48171675,50237727,59298787,77896525,92161294,
41789,1108268,6778742,9230141,18342993,34036625,43786746,45807546,59369028,77945584,87764190,
41866,1119630,2436091,13585488,22754143,33998335,43784593,50208682,54948337,77894498,92196756,
41733,1092998,6762905,9206531,18290063,34018244,43798832,50189580,59343180,82326115,92130148,
41768,5506244,6785435,9201644,18317954,34018611,48169150,50190844,59347200,77947723,87765993,
41970,1129349,2366605,9201340,22697807,34039229,43785516,50209880,59298652,77907152,92175802,
41773,1114865,6753437,9201028,18264147,34019902,43808608,45839014,59273033,82309446,92156738,
41751,5485126,2393609,9207035,18361199,34037413,48164355,50206414,59360410,77915463,87726334,
42921,1154947,6771730,13574810,22691002,34075408,43758073,50214789,59322947,77935657,92170904,
4419274,1121264,2393843,9250819,18340161,34033687,43818862,50194788,59354483,82285160,87775918,
43276,1105134,6751293,9203981,18303645,34039800,43784102,45852300,59340475,77877599,92161895,
42665,5484192,6747974,9200780,22694127,34064734,48188741,50181464,59338643,77891310,92136357,
41752,1145988,2384249,9212701,18285187,34068412,43791374,50224986,59332137,77869286,87733897,
41706,1124026,6768312,9222796,18226862,34027030,43780620,50210869,59358122,82344924,92171598,
42077,1094539,2383411,13579672,23899170,34052616,41416575,50212909,62619611,77907471,78633669,
41854,5480495,6777614,9220408,19704103,34033381,40979889,45797465,67922979,77885222,82160647,
41839,1160138,2388334,9192378,24099073,33999799,36592710,50216085,67888778,82352039,77750842,
42880,1118752,6763458,9191899,24110890,33995747,41017768,50204370,67912870,77886979,77803449,
41858,5472837,6764045,9200605,19749338,34035505,36575588,50192114,67920797,77881975,77762394,
42853,1108567,2378999,9192028,24111014,34050393,40985031,45826813,67883597,82301012,82160173,
41889,1158266,6765310,13567806,24137363,33999715,41032977,50199630,67911558,77909283,77774593,
42769,1116072,2398683,9254877,19704357,34020513,36604351,50207138,67893647,77907000,77735722,
41664,5481462,6780267,9197843,24098668,34022219,41011888,50279228,67901706,77917075,77703825,
41773,1092011,2384315,9192917,24122126,34010712,41009550,50226835,67919116,82346105,82243794,
41848,1154446,6760357,9206505,19704948,34025978,36569598,45847423,67933725,77925998,77715376,
41732,1102161,6758407,9223194,24145090,34030136,41023119,50189538,67897728,77910761,77782004,
41855,5483719,2419613,13573954,19693880,34009539,36647697,50239090,67907681,82353515,82119875,
41918,1111306,6779896,9226126,24094989,34007944,40980808,50178946,67935879,77890619,77816508,
41822,1186525,2400466,9197484,24118138,34032200,41027503,45787182,67892321,77919967,77718090,
41883,5486749,6759594,9192573,19720877,34008561,36623180,50275519,67918312,82336411,77790447,
42791,1120549,6787992,9195523,24127546,34019985,40980901,50162550,63523236,77894827,82164833,
41707,1127644,2369409,9196248,24097549,34000791,36588403,50308675,67923666,77906654,77708639,
41872,1149820,6760071,13568150,19688296,34058846,40995306,50200345,67920936,77934455,77855298,
41773,5495275,2388802,9259278,24107719,34023268,41000082,45836543,67891566,82336589,77752060,
41786,1086837,6775526,9202893,24131850,34012428,36626436,50204026,67929633,77934394,82130395,
41675,1121447,2388318,9193546,19713640,34036138,41008614,50227296,67892429,77933657,77758482,
41977,1128658,6752777,9198701,24100678,34003284,36563806,50241441,67971284,82296060,77771661,
41820,5478291,6749696,9232271,24102373,33998531,41005268,50162715,67890064,77899587,77741465,
41823,1112780,2379740,13572817,19699031,33994819,40997663,45854056,67919264,77926013,82170913,
42862,1112950,6767776,9211282,24145352,34026992,36589321,50247655,67908696,82303282,77729999,
42200,1110114,2384676,9211239,24091501,33987602,40996255,50199011,67905321,77863203,77766506,
42520,5502620,6777883,9193766,19734424,34010749,40988577,50226654,67957228,77919771,77725441,
41936,1130778,2396601,9191879,24103924,34023075,36584191,45778499,67863689,82317137,82154732,
42766,1115992,6769626,9193389,24078006,33998182,41035398,50293817,67925213,77904326,77728770,
41725,5507319,6767290,13569373,19749410,34009756,36584853,50156685,67905070,77934262,77798024,
41799,1116335,2380791,9251568,24104181,34009750,40985823,50260673,67898756,77883661,82043140,
41739,1131516,6764668,9196814,19686729,34041126,41007775,50210145,67888203,82298105,77814999,
41778,1108694,2395091,9198797,24088703,34022264,36578925,45819278,63504688,77902767,77743833,
41705,5492701,6782133,9191780,24105971,34018716,40978295,50196338,67931244,77910498,77744451,
41948,1108474,2382406,9221028,19691560,34047932,36605721,50165042,67889178,82282648,82164516,
42000,1119745,6780974,13571128,24129073,34015309,40987460,50219910,67904757,77908057,77822098,
41783,1103193,6761399,9225329,24101275,33999380,40994218,45764566,67913400,77922646,77811089,
42788,5505968,2389525,9185103,19713235,34021142,36607195,50264744,67884428,77892153,77761415,
41832,1123893,6776698,9183967,24087835,34043262,40975345,50143873,67910679,82324681,82218587,
42865,1120395,2394795,9194368,24118872,34007879,36565594,50247643,67891943,77915402,77753697,
41813,5477917,6768068,9197207,19739505,34007856,41008969,50223341,67911130,77951867,77786762,
42913,1161115,6784597,13572534,24105942,34023711,40981013,45818867,67872557,82352737,77772283,
41927,1122024,2364718,9241426,24094199,34000836,36607439,50215667,67916817,77921974,82180349,
42762,1109695,6755344,9186817,19714073,33991604,41001836,50186971,67905714,77930070,77749111,
41887,5484251,2397549,9179377,24106969,33989543,40971010,50192157,67862595,82293787,77829534,
42859,1149409,6767879,9188122,24101137,29612782,36576339,45786515,67919204,77913445,82105606,
41799,1124976,2395753,9245448,19708195,33982701,41051623,50235417,67882386,77882518,77796349,
42917,1093206,6754063,13584886,24105585,34037691,36595815,50178136,67884339,82316401,77788373,
41759,5480683,6754947,9196527,19687098,34026660,41007113,50228176,63543701,77922463,77790470,
42870,1159010,2387078,9184661,24117842,33989759,41025214,50211694,67901798,77887514,82159144,
41744,1123101,6772512,9186370,24109376,33993344,36592475,45809491,67970222,77910537,77776035,
41781,5467172,2384823,9180770,19730453,34021269,41020044,50187645,67897773,82326107,77809740,
41752,1109490,6776024,9206069,24097606,34042699,36611591,50234987,67941974,77873186,77711664,
41737,1155229,2389555,13589574,24112272,34008724,40964990,50186616,67910039,77921651,82170957,
41954,1114688,6764265,9237542,19703979,34033306,41051106,50167390,67900343,82309703,77766788,
41752,5479203,6770200,9182859,24099315,34033380,36631419,45831108,67917694,77857797,77738917,
41865,1089340,2378808,9180737,24137478,34008224,40987066,50159091,67922101,77924488,77770265,
41729,1151966,6768561,9187636,19706822,34045873,41003373,50269839,67946064,77907354,82169271,
41798,1104334,2399677,9226410,24107897,34028444,36609761,50234968,67874339,82302188,77713997,
41890,5474565,6811824,13589830,24109693,34035439,40995958,45835602,67951669,77935180,77752765,
42098,1099128,2379924,9214753,19716427,34006854,36628638,50181489,67947719,77904935,77710166,
42665,1156057,6769469,9175249,24127912,34056282,40990145,50251443,67905420,82301225,82157054,
41797,1096336,6771285,9182376,24088849,34042879,40988462,50207969,67908582,77920870,77740481,
41801,5488389,2383192,9179421,19724369,34021850,36596735,50218596,67894400,77947625,77789220,
